inventory_id,product_id,warehouse_id,stock_in_hand,damaged_units,last_updated
INV_03613,PRD_2842,WH_017,108,8.0,2024-07-06
INV_03614,PRD_3022,WH_019,274,26.0,2025-07-10
INV_03615,PRD_1559,WH_042,42,0.0,2024-09-05
INV_03616,PRD_0374,WH_018,397,4.0,2024-02-04
INV_03617,PRD_1150,WH_018,116,7.0,2024-04-25
INV_03618,PRD_0036,WH_009,42,,2025-04-08
INV_03619,PRD_3605,WH_005,215,2.0,2025-10-18
INV_03620,PRD_3600,WH_023,12,3.0,2025-10-09
INV_03621,PRD_4032,WH_080,99,0.0,2024-07-15
INV_03622,PRD_4084,WH_063,187,2.0,2025-04-18
INV_03623,PRD_4353,WH_030,63,17.0,2024-10-21
INV_03624,PRD_2887,WH_059,89,17.0,2024-03-06
INV_03625,PRD_0811,WH_076,53,4.0,2025-08-18
INV_03626,PRD_4411,WH_030,94,8.0,2025-04-14
INV_03627,PRD_1032,WH_047,154,29.0,2025-11-22
INV_03628,PRD_4494,WH_010,109,11.0,
INV_03629,PRD_4211,WH_065,88,5.0,2025-07-02
INV_03630,PRD_2751,WH_054,45,22.0,2025-12-01
INV_03631,PRD_3646,WH_039,40,8.0,2024-04-17
INV_03632,PRD_3047,WH_059,258,,2025-04-04
INV_03633,PRD_4237,WH_070,64,1.0,2025-11-13
INV_03634,PRD_2480,WH_025,63,17.0,2025-07-27
INV_03635,PRD_4239,WH_044,143,1.0,2025-02-18
INV_03636,PRD_2744,WH_046,0,0.0,2024-06-22
INV_03637,PRD_4086,WH_005,68,26.0,2024-06-11
INV_03638,PRD_3178,WH_052,131,19.0,2024-09-06
INV_03639,PRD_1173,WH_028,132,2.0,2024-03-18
INV_03640,PRD_0819,WH_062,101,,2024-07-08
INV_03641,PRD_0381,WH_067,293,,2025-10-23
INV_03642,PRD_0381,WH_047,19,0.0,2025-12-26
INV_03643,PRD_2445,WH_015,96,0.0,2024-02-18
INV_03644,PRD_1143,WH_010,98,17.0,2025-04-19
INV_03645,PRD_4213,WH_009,165,4.0,2024-02-13
INV_03646,PRD_3060,WH_027,0,0.0,2024-08-22
INV_03647,PRD_3527,WH_072,113,14.0,2025-08-19
INV_03648,PRD_3084,WH_076,88,10.0,2024-05-22
INV_03649,PRD_2050,WH_030,150,,2024-02-25
INV_03650,PRD_0248,WH_041,66,22.0,2024-05-05
INV_03651,PRD_0474,WH_059,407,8.0,
INV_03652,PRD_2391,WH_051,112,,2025-10-27
INV_03653,PRD_2532,WH_020,57,15.0,2024-08-05
INV_03654,PRD_0221,WH_046,194,8.0,2025-07-12
INV_03655,PRD_0358,WH_034,24,6.0,
INV_03656,PRD_3419,WH_054,55,27.0,2024-04-26
INV_03657,PRD_2162,WH_072,49,4.0,2025-10-06
INV_03658,PRD_0398,WH_072,98,25.0,2025-05-10
INV_03659,PRD_1285,WH_075,0,0.0,2025-03-13
INV_03660,PRD_2154,WH_053,89,14.0,2025-03-20
INV_03661,PRD_1362,WH_014,0,0.0,2025-04-20
INV_03662,PRD_1457,WH_039,82,21.0,2025-05-23
INV_03663,PRD_1690,WH_024,11,6.0,2024-09-07
INV_03664,PRD_3958,WH_064,67,1.0,2024-12-16
INV_03665,PRD_4347,WH_005,63,15.0,2024-03-22
INV_03666,PRD_0582,WH_076,221,,2024-06-08
INV_03667,PRD_3456,WH_011,180,14.0,2025-05-26
INV_03668,PRD_1732,WH_038,179,4.0,2025-12-20
INV_03669,PRD_0251,WH_070,128,3.0,2025-06-15
INV_03670,PRD_1164,WH_012,196,4.0,2025-11-14
INV_03671,PRD_3238,WH_030,359,8.0,2025-10-06
INV_03672,PRD_3662,WH_031,43,8.0,2024-10-20
INV_03673,PRD_0675,WH_070,145,5.0,2025-08-23
INV_03674,PRD_0178,WH_055,79,21.0,2024-07-18
INV_03675,PRD_4870,WH_017,132,6.0,2025-05-15
INV_03676,PRD_1525,WH_019,78,17.0,2024-02-03
INV_03677,PRD_0226,WH_071,212,0.0,2024-10-12
INV_03678,PRD_1776,WH_048,98,7.0,
INV_03679,PRD_0647,WH_012,78,16.0,2024-05-23
INV_03680,PRD_4406,WH_078,34,19.0,
INV_03681,PRD_3260,WH_020,91,7.0,
INV_03682,PRD_3137,WH_020,45,16.0,2025-08-18
INV_03683,PRD_1960,WH_079,75,12.0,2025-10-25
INV_03684,PRD_3455,WH_017,0,0.0,
INV_03685,PRD_0900,WH_024,296,,2024-08-04
INV_03686,PRD_0361,WH_017,163,14.0,2024-05-07
INV_03687,PRD_4394,WH_019,0,0.0,2025-07-08
INV_03688,PRD_2093,WH_078,183,3.0,2024-06-05
INV_03689,PRD_2830,WH_074,88,10.0,2024-04-02
INV_03690,PRD_3241,WH_042,134,24.0,2025-02-09
INV_03691,PRD_1227,WH_039,168,17.0,2025-03-15
INV_03692,PRD_4447,WH_077,61,12.0,2025-04-16
INV_03693,PRD_4971,WH_023,41,20.0,2025-10-19
INV_03694,PRD_3327,WH_043,79,0.0,2024-04-15
INV_03695,PRD_0612,WH_002,0,0.0,2025-10-20
INV_03696,PRD_1993,WH_054,163,7.0,
INV_03697,PRD_0452,WH_057,0,0.0,2025-08-20
INV_03698,PRD_2392,WH_058,5,5.0,2024-11-27
INV_03699,PRD_1775,WH_007,4,0.0,
INV_03700,PRD_0353,WH_021,70,0.0,2025-12-18
INV_03701,PRD_1139,WH_016,7,5.0,2025-06-14
INV_03702,PRD_0949,WH_030,340,22.0,2025-12-14
INV_03703,PRD_3850,WH_033,78,11.0,2024-09-02
INV_03704,PRD_1520,WH_050,46,4.0,2025-07-12
INV_03705,PRD_3284,WH_016,40,27.0,2024-03-15
INV_03706,PRD_4776,WH_062,138,2.0,2025-03-15
INV_03707,PRD_4834,WH_027,3,3.0,2024-07-10
INV_03708,PRD_2914,WH_080,133,10.0,2024-06-19
INV_03709,PRD_3345,WH_025,73,,2025-10-22
INV_03710,PRD_2111,WH_077,0,0.0,2025-08-15
INV_03711,PRD_2369,WH_034,257,6.0,2025-01-04
INV_03712,PRD_4424,WH_061,64,,2024-08-14
INV_03713,PRD_3139,WH_069,131,30.0,2024-01-18
INV_03714,PRD_0469,WH_038,225,,2024-10-13
INV_03715,PRD_4283,WH_009,68,15.0,2025-03-18
INV_03716,PRD_2847,WH_029,99,18.0,2025-03-12
INV_03717,PRD_2677,WH_028,155,24.0,2024-05-17
INV_03718,PRD_2224,WH_055,10,4.0,2024-09-13
INV_03719,PRD_3953,WH_077,10,7.0,2024-02-02
INV_03720,PRD_0986,WH_036,246,3.0,
INV_03721,PRD_3863,WH_007,62,10.0,2024-05-07
INV_03722,PRD_0004,WH_037,153,,2024-04-02
INV_03723,PRD_0962,WH_046,310,21.0,2024-12-23
INV_03724,PRD_4511,WH_027,137,17.0,2024-07-11
INV_03725,PRD_0308,WH_067,94,10.0,
INV_03726,PRD_0671,WH_054,380,4.0,2024-01-01
INV_03727,PRD_1379,WH_029,239,4.0,2024-10-19
INV_03728,PRD_4656,WH_007,62,2.0,2024-11-13
INV_03729,PRD_4872,WH_019,74,22.0,2024-05-23
INV_03730,PRD_4623,WH_028,0,0.0,2024-02-03
INV_03731,PRD_1371,WH_020,20,15.0,2024-12-25
INV_03732,PRD_0737,WH_037,0,0.0,2024-04-25
INV_03733,PRD_4566,WH_012,113,17.0,2025-01-07
INV_03734,PRD_3188,WH_045,109,,2025-08-24
INV_03735,PRD_1694,WH_005,115,13.0,2025-05-20
INV_03736,PRD_4059,WH_022,184,1.0,2024-10-24
INV_03737,PRD_4815,WH_059,42,6.0,2024-06-18
INV_03738,PRD_1857,WH_023,44,10.0,2025-09-16
INV_03739,PRD_4724,WH_071,44,21.0,2024-05-06
INV_03740,PRD_4660,WH_074,0,0.0,2025-11-02
INV_03741,PRD_1443,WH_052,238,13.0,2025-05-19
INV_03742,PRD_0191,WH_077,141,19.0,2025-10-06
INV_03743,PRD_0489,WH_047,0,,2025-03-15
INV_03744,PRD_4230,WH_056,174,16.0,2024-09-02
INV_03745,PRD_2541,WH_042,154,2.0,2024-06-08
INV_03746,PRD_4628,WH_080,4,,2024-08-23
INV_03747,PRD_4060,WH_056,422,26.0,2024-01-06
INV_03748,PRD_4046,WH_076,166,8.0,2025-12-10
INV_03749,PRD_0782,WH_042,68,0.0,
INV_03750,PRD_2580,WH_001,122,8.0,2025-08-15
INV_03751,PRD_3580,WH_021,74,,2025-07-11
INV_03752,PRD_2809,WH_055,61,9.0,2025-11-04
INV_03753,PRD_3184,WH_022,120,7.0,2024-04-15
INV_03754,PRD_1760,WH_040,30,0.0,2025-09-26
INV_03755,PRD_3595,WH_021,217,7.0,
INV_03756,PRD_0749,WH_062,122,30.0,2025-07-17
INV_03757,PRD_1498,WH_006,0,0.0,2024-06-21
INV_03758,PRD_1731,WH_041,93,24.0,2025-03-16
INV_03759,PRD_1323,WH_037,83,17.0,2025-09-15
INV_03760,PRD_0220,WH_025,188,8.0,2024-07-18
INV_03761,PRD_1157,WH_039,18,1.0,2025-07-13
INV_03762,PRD_2040,WH_063,81,16.0,2024-10-22
INV_03763,PRD_1229,WH_031,124,16.0,2025-06-14
INV_03764,PRD_4309,WH_011,14,11.0,
INV_03765,PRD_4068,WH_020,49,24.0,2024-04-18
INV_03766,PRD_0272,WH_068,144,17.0,2025-07-04
INV_03767,PRD_4853,WH_015,45,16.0,2025-06-18
INV_03768,PRD_3331,WH_079,216,6.0,2024-09-02
INV_03769,PRD_1775,WH_051,40,13.0,2025-08-18
INV_03770,PRD_3120,WH_055,52,26.0,2024-07-09
INV_03771,PRD_1275,WH_021,63,1.0,2025-04-13
INV_03772,PRD_1678,WH_028,27,10.0,2024-02-04
INV_03773,PRD_4993,WH_019,168,1.0,2024-07-06
INV_03774,PRD_0528,WH_062,60,1.0,2025-04-12
INV_03775,PRD_3663,WH_027,27,18.0,2025-03-19
INV_03776,PRD_1147,WH_041,145,16.0,2024-07-05
INV_03777,PRD_2560,WH_054,80,24.0,2024-10-19
INV_03778,PRD_2650,WH_001,152,16.0,2025-09-14
INV_03779,PRD_4524,WH_069,5,5.0,2025-08-15
INV_03780,PRD_4620,WH_006,121,18.0,2024-07-12
INV_03781,PRD_2576,WH_025,322,19.0,2024-05-01
INV_03782,PRD_1341,WH_046,73,26.0,
INV_03783,PRD_1115,WH_016,153,26.0,2025-03-03
INV_03784,PRD_1707,WH_035,0,0.0,2025-05-25
INV_03785,PRD_3087,WH_059,248,15.0,2025-04-08
INV_03786,PRD_4720,WH_004,0,0.0,2025-01-04
INV_03787,PRD_3505,WH_071,115,24.0,2024-01-24
INV_03788,PRD_2062,WH_041,122,3.0,2025-08-27
INV_03789,PRD_1053,WH_026,39,2.0,2024-05-14
INV_03790,PRD_3777,WH_075,70,14.0,2025-05-17
INV_03791,PRD_3512,WH_067,152,10.0,2025-07-16
INV_03792,PRD_3275,WH_060,4,4.0,2025-09-18
INV_03793,PRD_4650,WH_073,38,10.0,2024-01-09
INV_03794,PRD_3919,WH_072,3,3.0,2025-04-26
INV_03795,PRD_4500,WH_074,88,21.0,
INV_03796,PRD_0757,WH_061,43,18.0,2025-08-19
INV_03797,PRD_1204,WH_016,122,16.0,2024-04-18
INV_03798,PRD_4489,WH_075,119,20.0,2024-06-18
INV_03799,PRD_3648,WH_040,39,19.0,2025-05-09
INV_03800,PRD_1658,WH_033,15,8.0,
INV_03801,PRD_4848,WH_006,34,25.0,2024-02-13
INV_03802,PRD_4899,WH_035,46,27.0,2024-06-16
INV_03803,PRD_2591,WH_042,4,1.0,2024-03-11
INV_03804,PRD_2106,WH_013,76,4.0,2025-03-08
INV_03805,PRD_1012,WH_052,173,20.0,2025-03-21
INV_03806,PRD_2334,WH_079,48,2.0,2025-10-23
INV_03807,PRD_2013,WH_035,309,,2024-11-06
INV_03808,PRD_1088,WH_068,0,0.0,2024-12-19
INV_03809,PRD_1171,WH_054,148,28.0,2024-07-14
INV_03810,PRD_1085,WH_001,89,23.0,2024-05-05
INV_03811,PRD_2788,WH_060,26,24.0,2025-12-16
INV_03812,PRD_1626,WH_052,22,7.0,2025-05-16
INV_03813,PRD_4953,WH_046,62,1.0,2025-08-03
INV_03814,PRD_1902,WH_014,234,28.0,2024-11-21
INV_03815,PRD_3886,WH_040,27,23.0,2025-01-01
INV_03816,PRD_3488,WH_016,289,7.0,2025-10-02
INV_03817,PRD_1120,WH_036,32,26.0,2025-03-09
INV_03818,PRD_3637,WH_080,3,2.0,2025-07-01
INV_03819,PRD_2661,WH_018,37,24.0,2025-10-26
INV_03820,PRD_0963,WH_077,115,,2024-11-07
INV_03821,PRD_3719,WH_026,39,17.0,2025-08-25
INV_03822,PRD_4897,WH_033,0,0.0,2024-12-13
INV_03823,PRD_0200,WH_078,37,,2024-06-04
INV_03824,PRD_0568,WH_031,0,0.0,
INV_03825,PRD_2730,WH_080,181,11.0,2024-12-07
INV_03826,PRD_4481,WH_018,9,0.0,2024-08-13
INV_03827,PRD_1063,WH_029,61,18.0,2024-01-25
INV_03828,PRD_2051,WH_050,44,20.0,2024-02-23
INV_03829,PRD_2443,WH_019,150,30.0,2025-10-22
INV_03830,PRD_1550,WH_053,49,5.0,2024-09-17
INV_03831,PRD_4341,WH_064,173,,2024-07-18
INV_03832,PRD_1890,WH_043,0,0.0,2024-11-20
INV_03833,PRD_2201,WH_045,411,29.0,2024-08-11
INV_03834,PRD_0119,WH_013,0,0.0,
INV_03835,PRD_3817,WH_068,142,2.0,2024-06-07
INV_03836,PRD_4769,WH_045,153,20.0,2024-04-05
INV_03837,PRD_3483,WH_010,409,8.0,2025-06-10
INV_03838,PRD_3840,WH_062,85,10.0,2024-12-11
INV_03839,PRD_4784,WH_056,148,29.0,2024-11-19
INV_03840,PRD_3981,WH_014,93,,2024-12-16
INV_03841,PRD_1490,WH_059,212,,2024-02-09
INV_03842,PRD_0757,WH_050,0,0.0,2024-07-18
INV_03843,PRD_2373,WH_039,352,17.0,2025-10-08
INV_03844,PRD_1605,WH_064,50,7.0,2025-02-11
INV_03845,PRD_4647,WH_006,189,18.0,2024-10-08
INV_03846,PRD_2684,WH_009,113,0.0,2024-04-03
INV_03847,PRD_0965,WH_058,53,,2025-06-16
INV_03848,PRD_1295,WH_026,0,0.0,2025-01-16
INV_03849,PRD_3122,WH_013,0,0.0,2024-06-19
INV_03850,PRD_3594,WH_049,33,28.0,
INV_03851,PRD_4010,WH_070,6,5.0,
INV_03852,PRD_1152,WH_077,207,13.0,2025-02-16
INV_03853,PRD_2250,WH_026,88,12.0,2024-06-14
INV_03854,PRD_1064,WH_026,17,12.0,2024-09-06
INV_03855,PRD_0253,WH_021,6,0.0,2025-05-25
INV_03856,PRD_2449,WH_013,53,13.0,2025-04-02
INV_03857,PRD_0349,WH_024,358,16.0,2025-03-17
INV_03858,PRD_3583,WH_077,118,21.0,2025-11-07
INV_03859,PRD_4584,WH_027,0,0.0,2024-07-04
INV_03860,PRD_4712,WH_055,14,3.0,
INV_03861,PRD_2709,WH_059,32,24.0,2024-01-25
INV_03862,PRD_0701,WH_046,122,26.0,2025-10-14
INV_03863,PRD_2367,WH_012,107,20.0,2025-09-19
INV_03864,PRD_4128,WH_025,31,11.0,2024-12-23
INV_03865,PRD_0458,WH_027,561,5.0,2025-12-06
INV_03866,PRD_1892,WH_063,126,6.0,2025-12-02
INV_03867,PRD_4780,WH_052,52,8.0,2024-01-13
INV_03868,PRD_0011,WH_044,20,6.0,2024-05-17
INV_03869,PRD_0598,WH_001,59,,2024-01-02
INV_03870,PRD_4796,WH_059,27,,2024-12-12
INV_03871,PRD_3794,WH_007,85,8.0,2025-10-06
INV_03872,PRD_4288,WH_011,143,25.0,2024-08-27
INV_03873,PRD_2262,WH_005,91,2.0,2025-06-06
INV_03874,PRD_0482,WH_011,97,29.0,2024-06-11
INV_03875,PRD_4678,WH_036,0,0.0,
INV_03876,PRD_4062,WH_036,3,1.0,2025-03-21
INV_03877,PRD_1318,WH_030,90,,2024-09-26
INV_03878,PRD_4325,WH_061,66,13.0,2024-06-13
INV_03879,PRD_2839,WH_072,175,23.0,2025-11-13
INV_03880,PRD_2803,WH_038,70,29.0,2025-06-09
INV_03881,PRD_0977,WH_072,152,19.0,2025-10-26
INV_03882,PRD_2522,WH_037,12,1.0,2024-03-10
INV_03883,PRD_1680,WH_058,43,1.0,2025-04-11
INV_03884,PRD_2564,WH_017,233,19.0,2024-07-01
INV_03885,PRD_0195,WH_009,53,11.0,2025-01-03
INV_03886,PRD_4975,WH_064,2,2.0,2025-04-14
INV_03887,PRD_2067,WH_060,98,17.0,2024-05-15
INV_03888,PRD_2533,WH_034,16,7.0,2025-05-26
INV_03889,PRD_1324,WH_067,67,29.0,2024-07-06
INV_03890,PRD_1989,WH_064,331,18.0,2025-06-27
INV_03891,PRD_0359,WH_076,205,0.0,2024-07-01
INV_03892,PRD_0265,WH_038,373,12.0,2025-04-07
INV_03893,PRD_3832,WH_031,19,5.0,2024-11-23
INV_03894,PRD_0286,WH_046,318,21.0,2025-07-09
INV_03895,PRD_0384,WH_019,243,5.0,2024-01-26
INV_03896,PRD_0912,WH_024,545,15.0,2024-07-15
INV_03897,PRD_4804,WH_012,36,9.0,2025-09-03
INV_03898,PRD_0572,WH_067,283,12.0,2025-07-02
INV_03899,PRD_1107,WH_040,26,13.0,2024-07-17
INV_03900,PRD_2432,WH_017,0,0.0,2024-10-27
INV_03901,PRD_3373,WH_019,102,4.0,2025-04-03
INV_03902,PRD_2963,WH_030,213,10.0,2025-07-09
INV_03903,PRD_3084,WH_006,100,2.0,2025-01-09
INV_03904,PRD_4162,WH_064,202,8.0,2025-12-01
INV_03905,PRD_3991,WH_034,236,29.0,
INV_03906,PRD_0535,WH_055,175,8.0,
INV_03907,PRD_4199,WH_071,127,10.0,2025-05-11
INV_03908,PRD_1004,WH_011,112,6.0,2024-10-12
INV_03909,PRD_0917,WH_074,233,19.0,2024-05-01
INV_03910,PRD_4519,WH_053,48,14.0,
INV_03911,PRD_3028,WH_012,47,1.0,2025-12-25
INV_03912,PRD_3753,WH_024,64,3.0,2024-12-12
INV_03913,PRD_3869,WH_052,80,12.0,2025-04-16
INV_03914,PRD_3144,WH_035,44,20.0,2025-01-16
INV_03915,PRD_1375,WH_055,32,10.0,
INV_03916,PRD_4854,WH_051,114,,2024-02-11
INV_03917,PRD_4358,WH_055,32,13.0,2025-04-11
INV_03918,PRD_3185,WH_074,117,3.0,2024-11-13
INV_03919,PRD_2928,WH_060,189,6.0,2025-04-26
INV_03920,PRD_3203,WH_067,4,3.0,2024-04-03
INV_03921,PRD_2524,WH_043,97,18.0,2024-05-13
INV_03922,PRD_1260,WH_076,26,21.0,2025-04-17
INV_03923,PRD_0788,WH_046,42,28.0,
INV_03924,PRD_0695,WH_078,280,13.0,2025-09-20
INV_03925,PRD_4495,WH_027,181,20.0,2024-12-16
INV_03926,PRD_0333,WH_007,184,23.0,2024-01-10
INV_03927,PRD_1927,WH_055,281,2.0,2024-08-15
INV_03928,PRD_2841,WH_080,11,8.0,2025-12-20
INV_03929,PRD_3371,WH_058,16,15.0,2024-01-16
INV_03930,PRD_4590,WH_004,35,13.0,
INV_03931,PRD_4410,WH_063,71,19.0,2024-07-19
INV_03932,PRD_0439,WH_020,98,,2025-09-23
INV_03933,PRD_0324,WH_034,599,25.0,2024-11-06
INV_03934,PRD_0087,WH_054,31,4.0,2024-02-22
INV_03935,PRD_2888,WH_073,167,11.0,2025-12-22
INV_03936,PRD_3728,WH_035,31,3.0,2024-07-15
INV_03937,PRD_4549,WH_001,112,,2024-03-10
INV_03938,PRD_2008,WH_075,133,24.0,2025-05-22
INV_03939,PRD_2013,WH_028,301,,2025-03-26
INV_03940,PRD_0202,WH_012,33,10.0,2024-12-21
INV_03941,PRD_2177,WH_079,68,1.0,2024-04-03
INV_03942,PRD_0976,WH_004,49,17.0,2024-03-04
INV_03943,PRD_3886,WH_026,153,16.0,2025-06-02
INV_03944,PRD_0076,WH_032,134,11.0,2024-11-21
INV_03945,PRD_1869,WH_023,155,27.0,
INV_03946,PRD_3299,WH_077,25,1.0,2025-12-02
INV_03947,PRD_3214,WH_021,6,5.0,2024-12-25
INV_03948,PRD_4395,WH_035,72,16.0,2025-03-24
INV_03949,PRD_2068,WH_067,32,15.0,2025-08-27
INV_03950,PRD_0708,WH_059,169,,2025-01-03
INV_03951,PRD_2537,WH_059,22,14.0,2025-04-03
INV_03952,PRD_1312,WH_014,150,,2024-06-05
INV_03953,PRD_3543,WH_023,84,9.0,2024-07-25
INV_03954,PRD_0516,WH_047,18,16.0,2024-10-22
INV_03955,PRD_3029,WH_029,213,12.0,2025-03-11
INV_03956,PRD_1412,WH_012,53,1.0,2025-11-04
INV_03957,PRD_3386,WH_075,56,,2025-11-05
INV_03958,PRD_1495,WH_054,237,,2025-09-25
INV_03959,PRD_1805,WH_056,38,8.0,2025-10-10
INV_03960,PRD_3802,WH_027,67,20.0,2025-08-01
INV_03961,PRD_3079,WH_037,48,25.0,2024-10-06
INV_03962,PRD_0491,WH_027,167,,
INV_03963,PRD_4925,WH_079,121,7.0,2025-05-24
INV_03964,PRD_0369,WH_004,413,4.0,2024-04-17
INV_03965,PRD_4102,WH_061,134,21.0,2024-11-15
INV_03966,PRD_4323,WH_075,116,6.0,2024-03-24
INV_03967,PRD_4258,WH_038,40,19.0,2025-10-10
INV_03968,PRD_1970,WH_060,197,12.0,2024-03-17
INV_03969,PRD_2404,WH_061,200,1.0,2025-02-11
INV_03970,PRD_2204,WH_059,198,3.0,2025-11-16
INV_03971,PRD_3476,WH_004,180,24.0,2024-08-08
INV_03972,PRD_3966,WH_021,34,,2024-03-10
INV_03973,PRD_3421,WH_018,70,24.0,2025-04-08
INV_03974,PRD_3616,WH_066,191,18.0,2024-11-14
INV_03975,PRD_2706,WH_056,183,15.0,2025-12-22
INV_03976,PRD_2365,WH_031,5,0.0,
INV_03977,PRD_0872,WH_057,127,23.0,2024-05-10
INV_03978,PRD_4582,WH_013,22,6.0,2025-03-27
INV_03979,PRD_0680,WH_038,198,13.0,2024-12-20
INV_03980,PRD_3249,WH_031,106,6.0,2025-02-23
INV_03981,PRD_3660,WH_076,240,3.0,2025-11-18
INV_03982,PRD_1051,WH_042,126,22.0,2025-07-21
INV_03983,PRD_4160,WH_018,62,24.0,2024-02-25
INV_03984,PRD_4828,WH_078,67,16.0,2024-07-03
INV_03985,PRD_3622,WH_038,52,22.0,2024-07-01
INV_03986,PRD_3504,WH_067,136,0.0,2025-02-18
INV_03987,PRD_4718,WH_066,30,17.0,2024-05-08
INV_03988,PRD_2079,WH_004,27,23.0,2025-02-04
INV_03989,PRD_4961,WH_005,81,21.0,2025-07-13
INV_03990,PRD_1742,WH_025,280,8.0,2025-05-01
INV_03991,PRD_4216,WH_067,91,18.0,2025-06-13
INV_03992,PRD_1132,WH_022,314,9.0,2024-11-23
INV_03993,PRD_2720,WH_071,30,24.0,2025-10-25
INV_03994,PRD_3986,WH_009,54,26.0,2024-01-19
INV_03995,PRD_0329,WH_055,164,26.0,2025-06-05
INV_03996,PRD_1466,WH_043,6,,2024-01-01
INV_03997,PRD_4779,WH_014,14,7.0,2024-07-10
INV_03998,PRD_3347,WH_074,221,17.0,2024-04-02
INV_03999,PRD_3760,WH_080,115,5.0,2024-07-23
INV_04000,PRD_1766,WH_041,109,29.0,2025-08-21
INV_04001,PRD_1582,WH_066,23,20.0,2025-10-25
INV_04002,PRD_3516,WH_067,87,16.0,2024-02-16
INV_04003,PRD_3016,WH_060,59,7.0,2024-05-25
INV_04004,PRD_4232,WH_074,153,12.0,2025-08-12
INV_04005,PRD_2044,WH_020,92,24.0,2024-01-24
INV_04006,PRD_1811,WH_078,103,11.0,2024-06-25
INV_04007,PRD_0470,WH_067,100,10.0,2024-06-06
INV_04008,PRD_0265,WH_006,325,17.0,2025-12-09
INV_04009,PRD_4953,WH_011,15,6.0,2024-06-11
INV_04010,PRD_3362,WH_061,131,24.0,2025-12-16
INV_04011,PRD_0683,WH_052,101,19.0,2024-03-12
INV_04012,PRD_0826,WH_006,30,10.0,2025-08-03
INV_04013,PRD_1153,WH_006,0,0.0,
INV_04014,PRD_3400,WH_006,140,,2024-06-11
INV_04015,PRD_3874,WH_025,76,13.0,2024-02-12
INV_04016,PRD_4950,WH_070,76,27.0,2024-05-16
INV_04017,PRD_1135,WH_054,84,19.0,2024-12-27
INV_04018,PRD_0250,WH_066,173,19.0,
INV_04019,PRD_1787,WH_010,178,30.0,
INV_04020,PRD_0660,WH_040,39,9.0,2024-01-07
INV_04021,PRD_1718,WH_007,43,27.0,2024-05-01
INV_04022,PRD_2245,WH_002,444,15.0,2025-04-12
INV_04023,PRD_2164,WH_035,156,16.0,2025-08-20
INV_04024,PRD_4317,WH_043,31,19.0,2025-11-18
INV_04025,PRD_3428,WH_026,70,5.0,2025-08-07
INV_04026,PRD_3471,WH_062,209,18.0,
INV_04027,PRD_1855,WH_010,7,,2025-01-17
INV_04028,PRD_3530,WH_073,158,20.0,2024-01-19
INV_04029,PRD_4015,WH_064,123,25.0,2024-11-01
INV_04030,PRD_0005,WH_065,40,3.0,2024-09-27
INV_04031,PRD_1742,WH_035,178,14.0,2024-02-03
INV_04032,PRD_2654,WH_071,51,25.0,2024-12-17
INV_04033,PRD_4131,WH_016,247,17.0,2025-08-11
INV_04034,PRD_3874,WH_001,21,6.0,2024-10-12
INV_04035,PRD_4417,WH_046,229,18.0,2024-05-21
INV_04036,PRD_0437,WH_042,342,27.0,
INV_04037,PRD_1873,WH_080,54,26.0,2024-07-10
INV_04038,PRD_2694,WH_048,84,,2025-08-18
INV_04039,PRD_0742,WH_021,195,23.0,2024-11-02
INV_04040,PRD_4171,WH_011,114,17.0,2024-07-27
INV_04041,PRD_2925,WH_041,137,2.0,2024-09-07
INV_04042,PRD_0704,WH_042,391,17.0,2024-05-09
INV_04043,PRD_4356,WH_046,127,0.0,2025-04-17
INV_04044,PRD_2616,WH_026,209,22.0,2025-11-15
INV_04045,PRD_4537,WH_031,324,8.0,2024-12-12
INV_04046,PRD_1248,WH_070,23,22.0,2024-01-09
INV_04047,PRD_1243,WH_022,103,15.0,2024-02-10
INV_04048,PRD_1522,WH_060,49,17.0,2024-02-13
INV_04049,PRD_2018,WH_012,24,2.0,
INV_04050,PRD_0419,WH_017,145,9.0,2025-07-22
INV_04051,PRD_4414,WH_043,0,0.0,2025-09-18
INV_04052,PRD_1082,WH_032,67,26.0,2025-04-06
INV_04053,PRD_3936,WH_050,54,11.0,2025-03-08
INV_04054,PRD_3465,WH_022,93,9.0,
INV_04055,PRD_1646,WH_011,14,12.0,2025-10-17
INV_04056,PRD_2143,WH_075,135,28.0,2024-10-27
INV_04057,PRD_1279,WH_063,41,2.0,2024-10-03
INV_04058,PRD_0524,WH_045,77,5.0,2025-10-03
INV_04059,PRD_3385,WH_050,92,9.0,2024-09-22
INV_04060,PRD_3924,WH_013,145,25.0,2024-02-10
INV_04061,PRD_2008,WH_057,25,11.0,2024-03-19
INV_04062,PRD_4007,WH_047,269,,2025-07-02
INV_04063,PRD_2589,WH_009,114,19.0,
INV_04064,PRD_3800,WH_016,14,13.0,2024-04-19
INV_04065,PRD_0567,WH_003,274,,
INV_04066,PRD_2451,WH_044,233,2.0,2024-12-01
INV_04067,PRD_4073,WH_027,294,4.0,
INV_04068,PRD_3264,WH_052,64,24.0,2024-06-05
INV_04069,PRD_1289,WH_056,0,0.0,2025-01-24
INV_04070,PRD_2765,WH_065,98,11.0,2025-07-22
INV_04071,PRD_1168,WH_027,276,13.0,2024-01-17
INV_04072,PRD_2228,WH_028,145,20.0,2025-11-18
INV_04073,PRD_2263,WH_064,534,16.0,2025-12-06
INV_04074,PRD_2371,WH_004,0,0.0,2024-03-23
