po_id,product_id,supplier_id,warehouse_id,order_date,expected_date,received_date,order_qty,received_qty
PO_06597,PRD_1050,SUP_046,WH_017,2022-09-25,2022-10-04,2022-10-05,430,430.0
PO_06598,PRD_3729,SUP_045,WH_030,2023-02-01,2023-02-15,2023-02-15,455,455.0
PO_06599,PRD_1434,SUP_017,WH_017,2025-08-27,2025-08-30,2025-08-30,179,179.0
PO_06600,PRD_0323,SUP_169,WH_051,2025-02-02,2025-02-06,2025-02-06,167,167.0
PO_06601,PRD_4558,SUP_170,WH_053,2022-11-22,2022-11-30,2022-11-30,195,123.0
PO_06602,PRD_3938,SUP_086,WH_003,2024-02-02,2024-02-04,2024-02-04,124,124.0
PO_06603,PRD_2326,SUP_110,WH_070,2024-05-11,2024-05-15,2024-05-15,342,342.0
PO_06604,PRD_1871,SUP_119,WH_077,2025-11-02,2025-11-08,2025-11-08,134,134.0
PO_06605,PRD_3712,SUP_173,WH_041,2024-05-12,2024-05-13,2024-05-13,51,51.0
PO_06606,PRD_0808,SUP_171,WH_074,2024-01-22,2024-01-28,2024-02-04,373,373.0
PO_06607,PRD_2720,SUP_135,WH_074,2024-01-04,2024-01-12,2024-01-12,292,200.0
PO_06608,PRD_0148,SUP_109,WH_017,2024-07-05,2024-07-10,2024-07-10,379,379.0
PO_06609,PRD_4767,SUP_076,WH_027,2022-12-10,2022-12-12,2022-12-12,375,375.0
PO_06610,PRD_0117,SUP_028,WH_073,2023-09-26,2023-10-08,2023-10-08,129,129.0
PO_06611,PRD_3024,SUP_123,WH_025,2024-02-14,2024-02-26,2024-02-28,188,188.0
PO_06612,PRD_4970,SUP_128,WH_038,2022-06-16,2022-06-19,2022-06-19,446,446.0
PO_06613,PRD_1566,SUP_104,WH_017,2025-08-09,2025-08-17,2025-08-25,255,255.0
PO_06614,PRD_1987,SUP_149,WH_002,2025-01-26,2025-02-02,,95,
PO_06615,PRD_3247,SUP_105,WH_042,2024-01-08,2024-01-19,2024-01-19,79,79.0
PO_06616,PRD_1943,SUP_062,WH_077,2022-05-20,2022-05-28,,120,
PO_06617,PRD_3212,SUP_177,WH_078,2025-11-26,2025-11-27,,491,
PO_06618,PRD_0580,SUP_103,WH_013,2025-08-10,2025-08-21,2025-08-21,440,440.0
PO_06619,PRD_2533,SUP_046,WH_015,2025-07-03,2025-07-12,2025-07-12,344,344.0
PO_06620,PRD_3157,SUP_077,WH_038,2024-05-05,2024-05-08,2024-05-08,117,117.0
PO_06621,PRD_2066,SUP_156,WH_053,2023-07-27,2023-07-29,2023-07-29,205,205.0
PO_06622,PRD_1207,SUP_044,WH_025,2024-08-14,2024-08-25,2024-08-25,362,362.0
PO_06623,PRD_4874,SUP_114,WH_061,2024-01-09,2024-01-20,2024-01-20,343,343.0
PO_06624,PRD_0154,SUP_014,WH_007,2023-01-26,2023-02-08,2023-02-08,430,302.0
PO_06625,PRD_3731,SUP_090,WH_001,2025-08-25,2025-08-30,2025-09-01,316,276.0
PO_06626,PRD_0329,SUP_118,WH_002,2025-10-23,2025-11-03,2025-11-03,99,99.0
PO_06627,PRD_4353,SUP_187,WH_040,2022-06-22,2022-06-25,2022-06-25,255,255.0
PO_06628,PRD_4614,SUP_192,WH_011,2022-10-11,2022-10-13,2022-10-15,252,252.0
PO_06629,PRD_3765,SUP_072,WH_032,2024-05-05,2024-05-09,2024-05-12,376,376.0
PO_06630,PRD_0176,SUP_053,WH_047,2025-05-19,2025-05-27,2025-05-31,222,222.0
PO_06631,PRD_4919,SUP_062,WH_029,2022-12-23,2022-12-31,2023-01-02,237,197.0
PO_06632,PRD_0067,SUP_176,WH_040,2022-06-01,2022-06-12,2022-06-12,450,450.0
PO_06633,PRD_1322,SUP_114,WH_065,2025-02-08,2025-02-19,2025-02-19,35,35.0
PO_06634,PRD_1952,SUP_008,WH_054,2025-04-19,2025-04-26,2025-05-02,103,86.0
PO_06635,PRD_0700,SUP_030,WH_003,2023-03-02,2023-03-14,2023-03-14,301,301.0
PO_06636,PRD_4031,SUP_069,WH_019,2022-01-19,2022-02-02,2022-02-02,399,399.0
PO_06637,PRD_1695,SUP_123,WH_069,2023-01-16,2023-01-28,2023-01-29,262,186.0
PO_06638,PRD_0775,SUP_085,WH_006,2025-09-21,2025-09-23,2025-10-01,311,311.0
PO_06639,PRD_0816,SUP_105,WH_001,2025-01-14,2025-01-25,2025-01-25,476,476.0
PO_06640,PRD_4912,SUP_044,WH_063,2023-08-23,2023-09-03,2023-09-03,461,461.0
PO_06641,PRD_3950,SUP_150,WH_004,2025-02-26,2025-03-10,2025-03-10,173,173.0
PO_06642,PRD_1266,SUP_041,WH_005,2023-05-23,2023-05-24,2023-05-24,197,197.0
PO_06643,PRD_3751,SUP_196,WH_052,2023-10-13,2023-10-26,2023-10-26,402,402.0
PO_06644,PRD_1975,SUP_145,WH_014,2022-12-19,2022-12-26,2022-12-26,372,341.0
PO_06645,PRD_2540,SUP_143,WH_043,2024-04-26,2024-05-05,2024-05-08,422,422.0
PO_06646,PRD_2282,SUP_020,WH_018,2024-09-13,2024-09-15,2024-09-21,166,166.0
PO_06647,PRD_2680,SUP_003,WH_031,2024-11-23,2024-11-27,2024-12-04,381,372.0
PO_06648,PRD_3946,SUP_133,WH_023,2023-12-10,2023-12-19,2023-12-19,405,405.0
PO_06649,PRD_3948,SUP_011,WH_049,2023-03-20,2023-03-31,2023-03-31,20,20.0
PO_06650,PRD_1044,SUP_046,WH_059,2022-01-07,2022-01-16,2022-01-16,106,106.0
PO_06651,PRD_4765,SUP_098,WH_035,2023-04-09,2023-04-19,,116,
PO_06652,PRD_2529,SUP_163,WH_034,2023-06-26,2023-07-03,2023-07-03,276,234.0
PO_06653,PRD_2347,SUP_179,WH_075,2022-03-04,2022-03-08,2022-03-08,93,93.0
PO_06654,PRD_3402,SUP_105,WH_002,2022-05-07,2022-05-18,2022-05-18,309,270.0
PO_06655,PRD_0670,SUP_174,WH_056,2025-06-07,2025-06-15,2025-06-15,58,58.0
PO_06656,PRD_3142,SUP_143,WH_029,2022-07-15,2022-07-24,2022-07-24,230,230.0
PO_06657,PRD_1640,SUP_108,WH_060,2023-05-05,2023-05-13,2023-05-15,209,209.0
PO_06658,PRD_2590,SUP_125,WH_062,2025-02-09,2025-02-13,2025-02-13,80,80.0
PO_06659,PRD_1975,SUP_145,WH_052,2022-12-17,2022-12-24,2023-01-01,229,171.0
PO_06660,PRD_0268,SUP_144,WH_014,2024-10-22,2024-10-24,2024-10-24,456,456.0
PO_06661,PRD_4566,SUP_039,WH_070,2025-07-01,2025-07-08,2025-07-09,334,310.0
PO_06662,PRD_2633,SUP_158,WH_057,2022-08-09,2022-08-23,2022-08-23,320,210.0
PO_06663,PRD_1710,SUP_087,WH_030,2025-01-09,2025-01-21,2025-01-21,289,289.0
PO_06664,PRD_2759,SUP_089,WH_068,2024-09-20,2024-09-27,2024-09-27,212,212.0
PO_06665,PRD_1161,SUP_174,WH_017,2022-07-06,2022-07-14,2022-07-14,103,103.0
PO_06666,PRD_1075,SUP_058,WH_019,2023-10-08,2023-10-09,2023-10-09,208,154.0
PO_06667,PRD_0997,SUP_132,WH_034,2024-10-26,2024-10-30,2024-10-30,308,308.0
PO_06668,PRD_1157,SUP_099,WH_025,2025-04-07,2025-04-13,2025-04-13,307,307.0
PO_06669,PRD_3199,SUP_074,WH_044,2023-01-05,2023-01-19,2023-01-19,425,425.0
PO_06670,PRD_0103,SUP_040,WH_052,2024-10-25,2024-11-08,,152,
PO_06671,PRD_0885,SUP_076,WH_020,2025-06-10,2025-06-12,,257,
PO_06672,PRD_2926,SUP_114,WH_016,2023-08-06,2023-08-17,,252,
PO_06673,PRD_3982,SUP_194,WH_034,2024-08-24,2024-08-30,,20,
PO_06674,PRD_1951,SUP_006,WH_039,2024-04-18,2024-05-02,2024-05-09,81,58.0
PO_06675,PRD_2550,SUP_152,WH_031,2024-04-11,2024-04-20,2024-04-20,49,49.0
PO_06676,PRD_4194,SUP_113,WH_073,2024-10-17,2024-10-23,2024-10-23,318,318.0
PO_06677,PRD_4646,SUP_020,WH_004,2025-05-06,2025-05-08,2025-05-08,58,44.0
PO_06678,PRD_4954,SUP_092,WH_053,2025-11-24,2025-11-25,2025-11-25,312,312.0
PO_06679,PRD_4236,SUP_069,WH_002,2022-05-01,2022-05-15,,128,
PO_06680,PRD_1229,SUP_199,WH_051,2025-02-18,2025-02-19,2025-02-19,176,176.0
PO_06681,PRD_3896,SUP_121,WH_038,2023-09-14,2023-09-17,2023-09-17,478,478.0
PO_06682,PRD_0842,SUP_187,WH_058,2022-06-19,2022-06-22,2022-06-22,32,32.0
PO_06683,PRD_3499,SUP_111,WH_015,2023-12-09,2023-12-11,2023-12-17,151,151.0
PO_06684,PRD_3078,SUP_026,WH_071,2023-04-22,2023-04-28,2023-04-28,84,84.0
PO_06685,PRD_3737,SUP_121,WH_049,2022-01-17,2022-01-20,2022-01-20,445,445.0
PO_06686,PRD_4617,SUP_170,WH_021,2023-07-14,2023-07-22,2023-07-22,246,246.0
PO_06687,PRD_0329,SUP_118,WH_024,2022-12-24,2023-01-04,2023-01-04,75,48.0
PO_06688,PRD_3727,SUP_083,WH_039,2024-02-15,2024-02-26,2024-02-26,249,249.0
PO_06689,PRD_2276,SUP_148,WH_070,2022-07-22,2022-07-25,2022-07-27,317,317.0
PO_06690,PRD_2568,SUP_134,WH_060,2023-04-14,2023-04-15,2023-04-15,185,185.0
PO_06691,PRD_3705,SUP_043,WH_072,2022-05-20,2022-05-29,2022-05-29,31,29.0
PO_06692,PRD_0894,SUP_104,WH_025,2025-08-21,2025-08-29,,442,
PO_06693,PRD_4018,SUP_141,WH_050,2025-02-16,2025-02-28,2025-02-28,82,82.0
PO_06694,PRD_1305,SUP_143,WH_067,2024-10-09,2024-10-18,2024-10-24,362,362.0
PO_06695,PRD_2163,SUP_028,WH_023,2023-11-23,2023-12-05,2023-12-05,496,494.0
PO_06696,PRD_2358,SUP_080,WH_054,2023-03-14,2023-03-15,,216,
PO_06697,PRD_3004,SUP_143,WH_030,2023-02-03,2023-02-12,2023-02-12,497,497.0
PO_06698,PRD_0545,SUP_156,WH_064,2024-02-06,2024-02-08,2024-02-08,317,317.0
PO_06699,PRD_3894,SUP_047,WH_018,2022-03-13,2022-03-17,2022-03-17,329,329.0
PO_06700,PRD_4689,SUP_170,WH_071,2025-11-09,2025-11-17,2025-11-20,420,378.0
PO_06701,PRD_0389,SUP_168,WH_019,2022-12-03,2022-12-06,2022-12-06,413,270.0
PO_06702,PRD_0316,SUP_091,WH_035,2022-11-27,2022-11-28,2022-12-01,331,223.0
PO_06703,PRD_3980,SUP_024,WH_060,2022-08-12,2022-08-21,2022-08-21,173,173.0
PO_06704,PRD_0229,SUP_191,WH_012,2025-09-07,2025-09-21,2025-09-25,255,169.0
PO_06705,PRD_2953,SUP_116,WH_025,2025-02-02,2025-02-11,,132,
PO_06706,PRD_1479,SUP_060,WH_032,2023-07-14,2023-07-24,2023-07-24,391,391.0
PO_06707,PRD_4670,SUP_082,WH_079,2024-10-23,2024-10-24,2024-10-24,239,239.0
PO_06708,PRD_3517,SUP_192,WH_021,2025-06-08,2025-06-10,2025-06-10,210,210.0
PO_06709,PRD_0417,SUP_179,WH_050,2023-12-17,2023-12-21,,338,
PO_06710,PRD_1638,SUP_125,WH_010,2022-09-15,2022-09-19,2022-09-19,240,240.0
PO_06711,PRD_2259,SUP_110,WH_070,2022-09-04,2022-09-08,2022-09-09,156,156.0
PO_06712,PRD_3125,SUP_146,WH_035,2024-11-21,2024-12-05,2024-12-05,480,480.0
PO_06713,PRD_0270,SUP_142,WH_054,2022-08-01,2022-08-10,2022-08-10,246,246.0
PO_06714,PRD_0700,SUP_030,WH_017,2024-05-15,2024-05-27,2024-05-27,472,472.0
PO_06715,PRD_2049,SUP_156,WH_061,2022-04-01,2022-04-03,2022-04-03,119,119.0
PO_06716,PRD_2233,SUP_027,WH_022,2023-08-21,2023-09-02,2023-09-02,410,374.0
PO_06717,PRD_2486,SUP_071,WH_016,2022-12-26,2023-01-05,2023-01-05,223,223.0
PO_06718,PRD_3686,SUP_148,WH_057,2024-08-21,2024-08-24,2024-08-24,79,79.0
PO_06719,PRD_4037,SUP_132,WH_008,2022-02-22,2022-02-26,2022-02-26,389,241.0
PO_06720,PRD_4340,SUP_187,WH_044,2022-02-17,2022-02-20,2022-02-20,26,26.0
PO_06721,PRD_3333,SUP_058,WH_077,2024-03-02,2024-03-03,2024-03-04,419,419.0
PO_06722,PRD_3890,SUP_011,WH_052,2025-09-22,2025-10-03,2025-10-03,458,458.0
PO_06723,PRD_0960,SUP_094,WH_024,2023-06-22,2023-07-06,2023-07-14,368,368.0
PO_06724,PRD_2434,SUP_188,WH_025,2024-08-09,2024-08-18,2024-08-18,325,325.0
PO_06725,PRD_3524,SUP_011,WH_006,2024-09-06,2024-09-17,2024-09-17,42,28.0
PO_06726,PRD_1693,SUP_174,WH_064,2023-02-13,2023-02-21,2023-02-21,372,327.0
PO_06727,PRD_0320,SUP_090,WH_064,2023-04-21,2023-04-26,2023-05-03,311,311.0
PO_06728,PRD_1945,SUP_030,WH_051,2025-06-15,2025-06-27,2025-06-27,480,480.0
PO_06729,PRD_1982,SUP_006,WH_012,2025-12-22,2026-01-05,2026-01-05,468,468.0
PO_06730,PRD_3623,SUP_151,WH_056,2022-07-01,2022-07-11,2022-07-12,386,386.0
PO_06731,PRD_0116,SUP_065,WH_035,2023-08-07,2023-08-15,2023-08-15,425,425.0
PO_06732,PRD_0179,SUP_065,WH_006,2022-07-02,2022-07-10,2022-07-10,361,361.0
PO_06733,PRD_1938,SUP_095,WH_009,2022-04-18,2022-04-20,2022-04-20,236,236.0
PO_06734,PRD_1542,SUP_077,WH_036,2024-08-08,2024-08-11,2024-08-11,282,282.0
PO_06735,PRD_0554,SUP_134,WH_050,2025-11-27,2025-11-28,2025-12-01,448,448.0
PO_06736,PRD_1530,SUP_008,WH_072,2022-06-07,2022-06-14,2022-06-14,368,368.0
PO_06737,PRD_1247,SUP_017,WH_054,2023-05-18,2023-05-21,2023-05-21,482,378.0
PO_06738,PRD_2658,SUP_118,WH_044,2024-11-02,2024-11-13,2024-11-13,370,370.0
PO_06739,PRD_2496,SUP_138,WH_014,2022-09-26,2022-10-04,2022-10-04,297,297.0
PO_06740,PRD_2825,SUP_135,WH_006,2025-10-04,2025-10-12,2025-10-12,223,223.0
PO_06741,PRD_0313,SUP_007,WH_056,2022-11-14,2022-11-19,2022-11-19,90,90.0
PO_06742,PRD_1909,SUP_160,WH_035,2025-10-08,2025-10-13,2025-10-20,257,257.0
PO_06743,PRD_3119,SUP_146,WH_011,2023-02-14,2023-02-28,2023-02-28,91,91.0
PO_06744,PRD_1011,SUP_086,WH_032,2025-08-12,2025-08-14,2025-08-14,472,472.0
PO_06745,PRD_2036,SUP_052,WH_049,2022-03-22,2022-03-28,2022-04-05,31,31.0
PO_06746,PRD_1414,SUP_082,WH_069,2023-06-06,2023-06-07,2023-06-09,228,228.0
PO_06747,PRD_1548,SUP_138,WH_023,2023-12-05,2023-12-13,2023-12-13,65,65.0
PO_06748,PRD_2273,SUP_020,WH_035,2025-05-08,2025-05-10,2025-05-10,90,90.0
PO_06749,PRD_0781,SUP_170,WH_052,2022-11-26,2022-12-04,2022-12-04,96,96.0
PO_06750,PRD_3407,SUP_121,WH_013,2024-01-07,2024-01-10,2024-01-10,476,476.0
PO_06751,PRD_4132,SUP_008,WH_053,2023-10-23,2023-10-30,2023-10-30,384,384.0
PO_06752,PRD_0896,SUP_170,WH_047,2022-10-23,2022-10-31,2022-10-31,269,269.0
PO_06753,PRD_0150,SUP_186,WH_063,2023-05-14,2023-05-23,2023-05-23,56,56.0
PO_06754,PRD_4679,SUP_135,WH_013,2022-08-09,2022-08-17,2022-08-17,327,327.0
PO_06755,PRD_0240,SUP_024,WH_055,2023-01-05,2023-01-14,2023-01-18,423,423.0
PO_06756,PRD_4446,SUP_035,WH_013,2022-03-19,2022-03-29,2022-04-03,491,491.0
PO_06757,PRD_0509,SUP_138,WH_051,2023-06-15,2023-06-23,2023-06-29,350,350.0
PO_06758,PRD_4350,SUP_115,WH_022,2025-05-03,2025-05-04,2025-05-04,100,100.0
PO_06759,PRD_4506,SUP_122,WH_075,2025-12-08,2025-12-12,2025-12-12,423,423.0
PO_06760,PRD_2557,SUP_084,WH_061,2024-12-08,2024-12-09,2024-12-12,354,354.0
PO_06761,PRD_2863,SUP_093,WH_078,2022-10-23,2022-10-26,2022-10-26,288,288.0
PO_06762,PRD_0150,SUP_186,WH_003,2025-02-16,2025-02-25,2025-03-03,128,115.0
PO_06763,PRD_4663,SUP_040,WH_058,2022-04-02,2022-04-16,2022-04-16,391,391.0
PO_06764,PRD_3453,SUP_105,WH_039,2025-12-27,2026-01-07,2026-01-07,185,185.0
PO_06765,PRD_2542,SUP_084,WH_072,2022-03-07,2022-03-08,2022-03-08,377,284.0
PO_06766,PRD_3306,SUP_105,WH_044,2025-06-03,2025-06-14,2025-06-14,344,284.0
PO_06767,PRD_3576,SUP_104,WH_053,2023-11-13,2023-11-21,2023-11-23,165,165.0
PO_06768,PRD_4768,SUP_045,WH_045,2025-04-02,2025-04-16,2025-04-20,177,177.0
PO_06769,PRD_0545,SUP_156,WH_055,2023-09-14,2023-09-16,,22,
PO_06770,PRD_1110,SUP_028,WH_065,2024-12-05,2024-12-17,2024-12-17,117,83.0
PO_06771,PRD_3130,SUP_088,WH_014,2022-07-26,2022-08-01,2022-08-01,81,81.0
PO_06772,PRD_2252,SUP_095,WH_023,2022-07-15,2022-07-17,2022-07-17,294,294.0
PO_06773,PRD_2396,SUP_179,WH_064,2023-03-17,2023-03-21,2023-03-21,451,451.0
PO_06774,PRD_4272,SUP_038,WH_045,2025-09-21,2025-09-30,2025-09-30,126,126.0
PO_06775,PRD_4322,SUP_187,WH_010,2022-02-24,2022-02-27,2022-02-27,177,177.0
PO_06776,PRD_4421,SUP_089,WH_003,2023-07-27,2023-08-03,,455,
PO_06777,PRD_2253,SUP_020,WH_035,2024-03-20,2024-03-22,2024-03-22,136,136.0
PO_06778,PRD_2758,SUP_095,WH_071,2025-04-13,2025-04-15,2025-04-15,204,204.0
PO_06779,PRD_1099,SUP_170,WH_058,2025-01-01,2025-01-09,2025-01-09,63,49.0
PO_06780,PRD_0767,SUP_074,WH_058,2023-07-03,2023-07-17,2023-07-18,23,14.0
PO_06781,PRD_1098,SUP_024,WH_014,2022-04-11,2022-04-20,2022-04-20,150,150.0
PO_06782,PRD_2840,SUP_004,WH_067,2023-01-14,2023-01-27,,241,
PO_06783,PRD_4114,SUP_200,WH_065,2023-01-17,2023-01-21,2023-01-21,186,186.0
PO_06784,PRD_1606,SUP_125,WH_051,2025-01-15,2025-01-19,2025-01-19,469,469.0
PO_06785,PRD_1380,SUP_100,WH_049,2023-08-05,2023-08-12,2023-08-12,183,183.0
PO_06786,PRD_1724,SUP_090,WH_012,2024-08-14,2024-08-19,2024-08-19,397,397.0
PO_06787,PRD_2470,SUP_111,WH_075,2023-07-11,2023-07-13,2023-07-13,152,127.0
PO_06788,PRD_4196,SUP_008,WH_009,2023-10-24,2023-10-31,2023-10-31,484,349.0
PO_06789,PRD_2766,SUP_071,WH_017,2024-11-07,2024-11-17,2024-11-20,416,416.0
PO_06790,PRD_1935,SUP_194,WH_070,2022-02-16,2022-02-22,2022-02-22,159,125.0
PO_06791,PRD_1361,SUP_016,WH_079,2025-01-11,2025-01-22,2025-01-30,122,122.0
PO_06792,PRD_2549,SUP_182,WH_024,2025-09-20,2025-09-24,2025-09-24,188,123.0
PO_06793,PRD_2970,SUP_065,WH_040,2024-12-24,2025-01-01,2025-01-01,92,92.0
PO_06794,PRD_3704,SUP_151,WH_002,2022-12-13,2022-12-23,,56,
PO_06795,PRD_2111,SUP_194,WH_080,2022-09-25,2022-10-01,2022-10-01,262,262.0
PO_06796,PRD_4370,SUP_086,WH_066,2025-06-08,2025-06-10,2025-06-10,389,389.0
PO_06797,PRD_0641,SUP_066,WH_023,2023-04-05,2023-04-14,2023-04-17,137,137.0
PO_06798,PRD_2574,SUP_105,WH_030,2022-06-10,2022-06-21,2022-06-21,177,177.0
PO_06799,PRD_2540,SUP_143,WH_032,2024-09-11,2024-09-20,2024-09-20,219,181.0
PO_06800,PRD_4214,SUP_156,WH_036,2025-05-16,2025-05-18,2025-05-18,20,20.0
PO_06801,PRD_1066,SUP_007,WH_077,2022-10-23,2022-10-28,2022-10-28,326,326.0
PO_06802,PRD_4389,SUP_031,WH_059,2022-06-10,2022-06-14,,65,
PO_06803,PRD_4276,SUP_063,WH_066,2022-11-19,2022-11-30,2022-11-30,95,71.0
PO_06804,PRD_3590,SUP_148,WH_038,2024-03-21,2024-03-24,2024-03-24,336,296.0
PO_06805,PRD_4322,SUP_187,WH_058,2022-09-15,2022-09-18,2022-09-18,354,354.0
PO_06806,PRD_3620,SUP_155,WH_028,2025-01-15,2025-01-16,2025-01-20,54,51.0
PO_06807,PRD_1367,SUP_074,WH_007,2024-08-08,2024-08-22,2024-08-22,349,286.0
PO_06808,PRD_4600,SUP_139,WH_063,2022-09-03,2022-09-04,2022-09-12,401,401.0
PO_06809,PRD_4903,SUP_163,WH_070,2022-09-24,2022-10-01,2022-10-03,263,263.0
PO_06810,PRD_1211,SUP_057,WH_035,2025-05-02,2025-05-07,2025-05-09,298,242.0
PO_06811,PRD_1416,SUP_040,WH_066,2023-11-05,2023-11-19,2023-11-19,400,336.0
PO_06812,PRD_3404,SUP_170,WH_070,2024-04-25,2024-05-03,2024-05-03,491,491.0
PO_06813,PRD_3804,SUP_045,WH_031,2022-07-22,2022-08-05,2022-08-05,82,82.0
PO_06814,PRD_0858,SUP_018,WH_074,2023-01-15,2023-01-21,2023-01-21,38,38.0
PO_06815,PRD_0263,SUP_028,WH_059,2023-07-14,2023-07-26,2023-07-26,493,380.0
PO_06816,PRD_4560,SUP_033,WH_080,2024-04-01,2024-04-15,,478,
PO_06817,PRD_0152,SUP_142,WH_056,2025-02-21,2025-03-02,2025-03-02,131,131.0
PO_06818,PRD_0458,SUP_175,WH_043,2024-09-25,2024-09-29,2024-09-29,292,292.0
PO_06819,PRD_1912,SUP_007,WH_036,2023-02-01,2023-02-06,2023-02-06,44,44.0
PO_06820,PRD_0412,SUP_121,WH_020,2023-02-22,2023-02-25,,41,
PO_06821,PRD_3568,SUP_151,WH_064,2024-06-04,2024-06-14,,91,
PO_06822,PRD_0677,SUP_049,WH_053,2022-04-07,2022-04-16,2022-04-18,349,236.0
PO_06823,PRD_3747,SUP_194,WH_057,2023-10-21,2023-10-27,2023-10-27,340,340.0
PO_06824,PRD_4639,SUP_168,WH_043,2024-05-22,2024-05-25,2024-05-25,373,373.0
PO_06825,PRD_0767,SUP_074,WH_055,2024-07-14,2024-07-28,2024-07-29,271,256.0
PO_06826,PRD_3336,SUP_180,WH_076,2025-11-17,2025-11-23,2025-11-23,479,479.0
PO_06827,PRD_1411,SUP_086,WH_015,2024-01-18,2024-01-20,2024-01-20,99,99.0
PO_06828,PRD_4642,SUP_196,WH_031,2022-07-27,2022-08-09,2022-08-14,211,148.0
PO_06829,PRD_2418,SUP_184,WH_036,2024-05-16,2024-05-19,2024-05-19,107,91.0
PO_06830,PRD_4767,SUP_076,WH_035,2023-10-24,2023-10-26,,370,
PO_06831,PRD_3381,SUP_009,WH_071,2022-03-02,2022-03-09,2022-03-09,272,272.0
PO_06832,PRD_0836,SUP_098,WH_053,2024-07-03,2024-07-13,2024-07-13,113,113.0
PO_06833,PRD_0955,SUP_158,WH_069,2022-02-10,2022-02-24,2022-02-24,213,177.0
PO_06834,PRD_0406,SUP_042,WH_012,2024-08-08,2024-08-09,2024-08-09,228,228.0
PO_06835,PRD_1286,SUP_036,WH_008,2022-05-14,2022-05-21,2022-05-21,104,104.0
PO_06836,PRD_1892,SUP_165,WH_057,2023-11-21,2023-11-30,2023-11-30,179,179.0
PO_06837,PRD_3291,SUP_058,WH_042,2025-12-06,2025-12-07,2025-12-07,138,138.0
PO_06838,PRD_3878,SUP_112,WH_015,2022-01-19,2022-01-25,2022-01-25,183,183.0
PO_06839,PRD_2715,SUP_122,WH_062,2022-07-24,2022-07-28,2022-08-05,360,351.0
PO_06840,PRD_2174,SUP_080,WH_009,2025-02-19,2025-02-20,2025-02-20,166,166.0
PO_06841,PRD_2569,SUP_022,WH_010,2023-12-26,2024-01-08,,89,
PO_06842,PRD_3801,SUP_086,WH_050,2023-01-26,2023-01-28,2023-01-28,111,111.0
PO_06843,PRD_1885,SUP_108,WH_062,2025-02-13,2025-02-21,2025-02-22,312,312.0
PO_06844,PRD_2823,SUP_172,WH_076,2023-06-01,2023-06-09,,123,
PO_06845,PRD_0233,SUP_086,WH_051,2022-12-12,2022-12-14,2022-12-14,424,424.0
PO_06846,PRD_1795,SUP_022,WH_016,2023-03-10,2023-03-23,2023-03-28,193,151.0
PO_06847,PRD_2948,SUP_031,WH_010,2022-12-17,2022-12-21,2022-12-21,172,112.0
PO_06848,PRD_4963,SUP_128,WH_077,2023-05-27,2023-05-30,2023-05-30,260,210.0
PO_06849,PRD_4832,SUP_096,WH_068,2024-05-14,2024-05-19,2024-05-26,221,221.0
PO_06850,PRD_2240,SUP_011,WH_067,2023-08-19,2023-08-30,,336,
PO_06851,PRD_3544,SUP_037,WH_013,2022-06-13,2022-06-25,2022-07-03,265,217.0
PO_06852,PRD_0001,SUP_130,WH_025,2022-01-05,2022-01-09,2022-01-09,147,147.0
PO_06853,PRD_0216,SUP_012,WH_059,2024-05-08,2024-05-21,2024-05-21,309,309.0
PO_06854,PRD_0465,SUP_142,WH_076,2022-04-03,2022-04-12,2022-04-20,213,201.0
PO_06855,PRD_2079,SUP_186,WH_044,2025-10-14,2025-10-23,2025-10-23,253,253.0
PO_06856,PRD_4190,SUP_083,WH_061,2025-04-25,2025-05-06,2025-05-06,378,378.0
PO_06857,PRD_3086,SUP_145,WH_029,2023-03-05,2023-03-12,2023-03-12,343,343.0
PO_06858,PRD_2047,SUP_145,WH_042,2022-04-23,2022-04-30,2022-04-30,62,62.0
PO_06859,PRD_4480,SUP_149,WH_015,2022-12-14,2022-12-21,2022-12-21,435,435.0
PO_06860,PRD_1575,SUP_098,WH_007,2023-11-22,2023-12-02,2023-12-09,383,383.0
PO_06861,PRD_1910,SUP_098,WH_051,2022-06-09,2022-06-19,2022-06-22,333,333.0
PO_06862,PRD_2819,SUP_138,WH_062,2025-05-23,2025-05-31,2025-05-31,326,326.0
PO_06863,PRD_4245,SUP_032,WH_009,2025-04-11,2025-04-25,2025-04-25,281,281.0
PO_06864,PRD_0101,SUP_024,WH_059,2024-03-26,2024-04-04,2024-04-04,72,72.0
PO_06865,PRD_1855,SUP_035,WH_028,2024-02-17,2024-02-27,2024-02-27,65,65.0
PO_06866,PRD_3363,SUP_019,WH_009,2023-09-19,2023-10-01,2023-10-01,286,286.0
PO_06867,PRD_2481,SUP_022,WH_051,2024-03-27,2024-04-09,2024-04-09,68,68.0
PO_06868,PRD_2912,SUP_060,WH_047,2025-02-15,2025-02-25,2025-02-25,457,457.0
PO_06869,PRD_0546,SUP_149,WH_008,2023-02-12,2023-02-19,2023-02-19,301,301.0
PO_06870,PRD_3361,SUP_117,WH_055,2023-08-22,2023-09-03,2023-09-03,37,37.0
PO_06871,PRD_3633,SUP_192,WH_040,2023-06-14,2023-06-16,2023-06-16,421,421.0
PO_06872,PRD_2615,SUP_046,WH_057,2022-05-21,2022-05-30,2022-05-30,475,475.0
PO_06873,PRD_4878,SUP_076,WH_009,2025-02-23,2025-02-25,,230,
PO_06874,PRD_1442,SUP_113,WH_048,2022-03-08,2022-03-14,,271,
